"participant_id","condition","variance_level","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"average.696a97da7648c7e49fa8eb36","average","7",22,12.2154243860405,7.00883239982766,0.573769046275395
"average.6980f50102e1cb37d5b3464a","average","3",6,12.2106918238994,8.7122641509434,0.713494720576874
"average.6980f50102e1cb37d5b3464a","average","5",9,11.4297693920335,8.15146750524109,0.713178650036684
"average.6980f50102e1cb37d5b3464a","average","7",8,11.25,8.125,0.722222222222222
"average.69854f587004c7ca1ef67ab5","average","3",13,11.7197802197802,6.06483516483516,0.517487107360525
"average.69854f587004c7ca1ef67ab5","average","5",10,12.3428571428571,7.77714285714286,0.630092592592593
"average.69854f587004c7ca1ef67ab5","average","7",6,11.2619047619048,8.7047619047619,0.772938689217759
"average.69864918d688ba39aab5c4a9","average","3",14,13.5485436893204,7.47295423023578,0.55156881813994
"average.69864918d688ba39aab5c4a9","average","5",7,11.618585298197,6.83495145631068,0.58827742628626
"average.69864918d688ba39aab5c4a9","average","7",6,11.5,6.61488673139159,0.575207541860138
"average.698a3d827015c99ab3f87957","average","3",2,11.2344497607655,4.72727272727273,0.420783645655877
"average.698a3d827015c99ab3f87957","average","5",6,11.177033492823,8.34848484848485,0.746932077625571
"average.698a3d827015c99ab3f87957","average","7",1,9.76555023923445,3.27272727272727,0.335129838314552
"average.699288bfa36a91c33ada5723","average","3",12,13.7424960505529,7.6563981042654,0.55713300379354
"average.699288bfa36a91c33ada5723","average","5",9,12.1858873091101,7.68931016324381,0.631001253186984
"average.699288bfa36a91c33ada5723","average","7",3,10.0363349131122,6.08846761453396,0.606642531087675
"average.6998845b8b98b147215b19e5","average","3",15,12.6553990610329,9.12300469483568,0.720878468615522
"average.6998845b8b98b147215b19e5","average","5",8,12.6619718309859,8.44014084507042,0.666573971078977
"average.6998845b8b98b147215b19e5","average","7",9,10.829420970266,8.07511737089202,0.745664739884393
